Year_Month,Card_type,Contract_region,Trip
Apr-2022,School Student,Outer Sydney Metro Contract 3,819
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 3,5712
Apr-2022,Adult,Outer Sydney Metro Contract 4,9565
Apr-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 4,3
Apr-2022,CTP,Outer Sydney Metro Contract 4,8700
Apr-2022,Child/Youth,Outer Sydney Metro Contract 4,3532
Apr-2022,Concession,Outer Sydney Metro Contract 4,1911
Apr-2022,Employee,Outer Sydney Metro Contract 4,96
Apr-2022,Free Travel,Outer Sydney Metro Contract 4,154
Apr-2022,School Student,Outer Sydney Metro Contract 4,1948
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 4,14687
Apr-2022,Adult,Outer Sydney Metro Contract 6,51146
Apr-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,6
Apr-2022,Adult Single Bus Trip 3,Outer Sydney Metro Contract 6,1
Apr-2022,CTP,Outer Sydney Metro Contract 6,35918
Apr-2022,Child/Youth,Outer Sydney Metro Contract 6,20305
Apr-2022,Concession,Outer Sydney Metro Contract 6,5599
Apr-2022,Day Pass without SAF,Outer Sydney Metro Contract 6,4
Apr-2022,Employee,Outer Sydney Metro Contract 6,901
Apr-2022,Free Travel,Outer Sydney Metro Contract 6,1118
Apr-2022,School Student,Outer Sydney Metro Contract 6,20747
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 6,74451
Apr-2022,Adult,Outer Sydney Metro Contract 7,24879
Apr-2022,CTP,Outer Sydney Metro Contract 7,18975
Apr-2022,Child/Youth,Outer Sydney Metro Contract 7,10929
Apr-2022,Concession,Outer Sydney Metro Contract 7,2605
Apr-2022,Day Pass without SAF,Outer Sydney Metro Contract 7,10
Apr-2022,Employee,Outer Sydney Metro Contract 7,96
Apr-2022,Free Travel,Outer Sydney Metro Contract 7,621
Apr-2022,School Student,Outer Sydney Metro Contract 7,17885
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 7,35565
Apr-2022,Adult,Outer Sydney Metro Contract 8,20646
Apr-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 8,2
Apr-2022,CTP,Outer Sydney Metro Contract 8,8554
Apr-2022,Child/Youth,Outer Sydney Metro Contract 8,4569
Apr-2022,Concession,Outer Sydney Metro Contract 8,1024
Apr-2022,Day Pass without SAF,Outer Sydney Metro Contract 8,1
Apr-2022,Employee,Outer Sydney Metro Contract 8,91
Apr-2022,Free Travel,Outer Sydney Metro Contract 8,111
Apr-2022,School Student,Outer Sydney Metro Contract 8,12166
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 8,12668
Apr-2022,Adult,Outer Sydney Metro Contract 9,2060
Apr-2022,CTP,Outer Sydney Metro Contract 9,1338
Apr-2022,Child/Youth,Outer Sydney Metro Contract 9,1078
Apr-2022,Concession,Outer Sydney Metro Contract 9,207
Apr-2022,Employee,Outer Sydney Metro Contract 9,1
Apr-2022,Free Travel,Outer Sydney Metro Contract 9,46
Apr-2022,School Student,Outer Sydney Metro Contract 9,3672
Apr-2022,Senior/Pensioner,Outer Sydney Metro Contract 9,1677
Apr-2022,Adult,SBSC Contract 6,1041505
Apr-2022,Adult Single Bus Trip 1,SBSC Contract 6,20
Apr-2022,Adult Single Bus Trip 2,SBSC Contract 6,8
Apr-2022,Adult Single Bus Trip 3,SBSC Contract 6,4
Apr-2022,CTP,SBSC Contract 6,643054
Apr-2022,Child/Youth,SBSC Contract 6,84139
Apr-2022,Concession,SBSC Contract 6,167338
Apr-2022,Day Pass without SAF,SBSC Contract 6,24
Apr-2022,Employee,SBSC Contract 6,12091
Apr-2022,Free Travel,SBSC Contract 6,3305
Apr-2022,On Demand,SBSC Contract 6,3747
Apr-2022,School Student,SBSC Contract 6,32996
Apr-2022,Senior/Pensioner,SBSC Contract 6,464245
Apr-2022,Adult,Sydney Metro Contract 1,230041
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 1,9
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 1,2
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 1,3
Apr-2022,CTP,Sydney Metro Contract 1,100929
Apr-2022,Child/Youth,Sydney Metro Contract 1,41237
Apr-2022,Child/Youth Single Bus Trip 1,Sydney Metro Contract 1,1
Apr-2022,Concession,Sydney Metro Contract 1,28262
Apr-2022,Day Pass without SAF,Sydney Metro Contract 1,73
Apr-2022,Employee,Sydney Metro Contract 1,1507
Apr-2022,Free Travel,Sydney Metro Contract 1,1058
Apr-2022,On Demand,Sydney Metro Contract 1,10418
Apr-2022,School Student,Sydney Metro Contract 1,44477
Apr-2022,Senior/Pensioner,Sydney Metro Contract 1,140289
Apr-2022,Adult,Sydney Metro Contract 10,125769
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 10,2
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 10,3
Apr-2022,CTP,Sydney Metro Contract 10,53354
Apr-2022,Child/Youth,Sydney Metro Contract 10,24157
Apr-2022,Concession,Sydney Metro Contract 10,14618
Apr-2022,Day Pass without SAF,Sydney Metro Contract 10,9
Apr-2022,Employee,Sydney Metro Contract 10,705
Apr-2022,Free Travel,Sydney Metro Contract 10,647
Apr-2022,School Student,Sydney Metro Contract 10,39494
Apr-2022,Senior/Pensioner,Sydney Metro Contract 10,93246
Apr-2022,Adult,Sydney Metro Contract 12,38729
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 12,27
Apr-2022,CTP,Sydney Metro Contract 12,15204
Apr-2022,Child/Youth,Sydney Metro Contract 12,15194
Apr-2022,Child/Youth Single Bus Trip 1,Sydney Metro Contract 12,1
Apr-2022,Concession,Sydney Metro Contract 12,6500
Apr-2022,Employee,Sydney Metro Contract 12,159
Apr-2022,Free Travel,Sydney Metro Contract 12,184
Apr-2022,School Student,Sydney Metro Contract 12,45135
Apr-2022,Senior/Pensioner,Sydney Metro Contract 12,20130
Apr-2022,Adult,Sydney Metro Contract 13,144975
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 13,7
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 13,1
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 13,3
Apr-2022,CTP,Sydney Metro Contract 13,55114
Apr-2022,Child/Youth,Sydney Metro Contract 13,19368
Apr-2022,Concession,Sydney Metro Contract 13,19731
Apr-2022,Day Pass without SAF,Sydney Metro Contract 13,5
Apr-2022,Employee,Sydney Metro Contract 13,558
Apr-2022,Free Travel,Sydney Metro Contract 13,776
Apr-2022,School Student,Sydney Metro Contract 13,20405
Apr-2022,Senior/Pensioner,Sydney Metro Contract 13,118310
Apr-2022,Adult,Sydney Metro Contract 14,101753
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 14,2
Apr-2022,CTP,Sydney Metro Contract 14,55156
Apr-2022,Child/Youth,Sydney Metro Contract 14,26492
Apr-2022,Concession,Sydney Metro Contract 14,13668
Apr-2022,Employee,Sydney Metro Contract 14,95
Apr-2022,Free Travel,Sydney Metro Contract 14,307
Apr-2022,School Student,Sydney Metro Contract 14,21235
Apr-2022,Senior/Pensioner,Sydney Metro Contract 14,32596
Apr-2022,Adult,Sydney Metro Contract 15,45682
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 15,3
Apr-2022,CTP,Sydney Metro Contract 15,25861
Apr-2022,Child/Youth,Sydney Metro Contract 15,13263
Apr-2022,Concession,Sydney Metro Contract 15,7462
Apr-2022,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 15,5
Apr-2022,Day Pass without SAF,Sydney Metro Contract 15,2
Apr-2022,Employee,Sydney Metro Contract 15,734
Apr-2022,Free Travel,Sydney Metro Contract 15,644
Apr-2022,School Student,Sydney Metro Contract 15,15652
Apr-2022,Senior/Pensioner,Sydney Metro Contract 15,38369
Apr-2022,Adult,Sydney Metro Contract 2,61983
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 2,3
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 2,4
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 2,1
Apr-2022,CTP,Sydney Metro Contract 2,24962
Apr-2022,Child/Youth,Sydney Metro Contract 2,10771
Apr-2022,Concession,Sydney Metro Contract 2,8592
Apr-2022,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 2,1
Apr-2022,Day Pass without SAF,Sydney Metro Contract 2,4
Apr-2022,Employee,Sydney Metro Contract 2,335
Apr-2022,Free Travel,Sydney Metro Contract 2,523
Apr-2022,School Student,Sydney Metro Contract 2,12204
Apr-2022,Senior/Pensioner,Sydney Metro Contract 2,55720
Apr-2022,Adult,Sydney Metro Contract 3,189107
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 3,2
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 3,1
Apr-2022,CTP,Sydney Metro Contract 3,77248
Apr-2022,Child/Youth,Sydney Metro Contract 3,32081
Apr-2022,Concession,Sydney Metro Contract 3,33609
Apr-2022,Day Pass without SAF,Sydney Metro Contract 3,16
Apr-2022,Employee,Sydney Metro Contract 3,749
Apr-2022,Free Travel,Sydney Metro Contract 3,972
Apr-2022,School Student,Sydney Metro Contract 3,21316
Apr-2022,Senior/Pensioner,Sydney Metro Contract 3,175373
Apr-2022,Adult,Sydney Metro Contract 4,405232
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 4,6
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 4,4
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 4,3
Apr-2022,CTP,Sydney Metro Contract 4,185544
Apr-2022,Child/Youth,Sydney Metro Contract 4,59008
Apr-2022,Concession,Sydney Metro Contract 4,66958
Apr-2022,Day Pass without SAF,Sydney Metro Contract 4,21
Apr-2022,Employee,Sydney Metro Contract 4,1634
Apr-2022,Free Travel,Sydney Metro Contract 4,968
Apr-2022,On Demand,Sydney Metro Contract 4,1218
Apr-2022,School Student,Sydney Metro Contract 4,64672
Apr-2022,Senior/Pensioner,Sydney Metro Contract 4,124047
Apr-2022,Adult,Sydney Metro Contract 5,71059
Apr-2022,Adult Single Bus Trip 1,Sydney Metro Contract 5,14
Apr-2022,Adult Single Bus Trip 2,Sydney Metro Contract 5,11
Apr-2022,Adult Single Bus Trip 3,Sydney Metro Contract 5,8
Apr-2022,CTP,Sydney Metro Contract 5,26204
Apr-2022,Child/Youth,Sydney Metro Contract 5,10410
Apr-2022,Child/Youth Single Bus Trip 1,Sydney Metro Contract 5,10
Apr-2022,Child/Youth Single Bus Trip 2,Sydney Metro Contract 5,3
Apr-2022,Concession,Sydney Metro Contract 5,8937
Apr-2022,Day Pass without SAF,Sydney Metro Contract 5,9
Apr-2022,Employee,Sydney Metro Contract 5,528
Apr-2022,Free Travel,Sydney Metro Contract 5,273
Apr-2022,School Student,Sydney Metro Contract 5,7070
Apr-2022,Senior/Pensioner,Sydney Metro Contract 5,78163
Apr-2022,Adult,Sydney Metro Contract 9,64813
Apr-2022,CTP,Sydney Metro Contract 9,62426
Apr-2022,Child/Youth,Sydney Metro Contract 9,3719
Apr-2022,Concession,Sydney Metro Contract 9,8223
Apr-2022,Employee,Sydney Metro Contract 9,712
Apr-2022,Free Travel,Sydney Metro Contract 9,214
Apr-2022,School Student,Sydney Metro Contract 9,1348
Apr-2022,Senior/Pensioner,Sydney Metro Contract 9,25184
Apr-2022,Adult,UNKNOWN,10213
Apr-2022,Child/Youth,UNKNOWN,1064
Apr-2022,Concession,UNKNOWN,1409
Apr-2022,School Student,UNKNOWN,1
Apr-2022,Senior/Pensioner,UNKNOWN,3246
May-2022,Adult,Greater Sydney Contract 7,763571
May-2022,Adult Single Bus Trip 1,Greater Sydney Contract 7,2
May-2022,Adult Single Bus Trip 2,Greater Sydney Contract 7,1
May-2022,CTP,Greater Sydney Contract 7,438872
May-2022,Child/Youth,Greater Sydney Contract 7,61616
May-2022,Child/Youth Single Bus Trip 2,Greater Sydney Contract 7,1
May-2022,Concession,Greater Sydney Contract 7,89648
May-2022,Day Pass Child/Youth w/o SAF,Greater Sydney Contract 7,1
May-2022,Day Pass without SAF,Greater Sydney Contract 7,65
May-2022,Employee,Greater Sydney Contract 7,7251
May-2022,Free Travel,Greater Sydney Contract 7,2218
May-2022,School Student,Greater Sydney Contract 7,138909
May-2022,Senior/Pensioner,Greater Sydney Contract 7,258572
May-2022,Adult,Greater Sydney Contract 8,682511
May-2022,Adult Single Bus Trip 1,Greater Sydney Contract 8,11
May-2022,Adult Single Bus Trip 2,Greater Sydney Contract 8,2
May-2022,Adult Single Bus Trip 3,Greater Sydney Contract 8,1
May-2022,CTP,Greater Sydney Contract 8,533875
May-2022,Child/Youth,Greater Sydney Contract 8,73175
May-2022,Concession,Greater Sydney Contract 8,63089
May-2022,Day Pass without SAF,Greater Sydney Contract 8,16
May-2022,Employee,Greater Sydney Contract 8,9156
May-2022,Free Travel,Greater Sydney Contract 8,2824
May-2022,School Student,Greater Sydney Contract 8,107240
May-2022,Senior/Pensioner,Greater Sydney Contract 8,241161
May-2022,Adult,Greater Sydney Contract 9,1137128
May-2022,Adult Single Bus Trip 1,Greater Sydney Contract 9,12
May-2022,Adult Single Bus Trip 2,Greater Sydney Contract 9,1
May-2022,CTP,Greater Sydney Contract 9,1111867
May-2022,Child/Youth,Greater Sydney Contract 9,51145
May-2022,Concession,Greater Sydney Contract 9,114709
May-2022,Day Pass without SAF,Greater Sydney Contract 9,18
May-2022,Employee,Greater Sydney Contract 9,11856
May-2022,Free Travel,Greater Sydney Contract 9,4210
May-2022,School Student,Greater Sydney Contract 9,34534
May-2022,Senior/Pensioner,Greater Sydney Contract 9,447401
May-2022,Adult,NISC 1,65066
May-2022,Adult Single Bus Trip 1,NISC 1,4
May-2022,CTP,NISC 1,59896
May-2022,Child/Youth,NISC 1,10078
May-2022,Child/Youth Single Bus Trip 1,NISC 1,1
May-2022,Concession,NISC 1,14688
May-2022,Day Pass without SAF,NISC 1,43
May-2022,Employee,NISC 1,1469
May-2022,Free Travel,NISC 1,737
May-2022,On Demand,NISC 1,4235
May-2022,School Student,NISC 1,16796
May-2022,Senior/Pensioner,NISC 1,88012
May-2022,Adult,Outer Sydney Metro Contract 1,2734
May-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 1,2
May-2022,CTP,Outer Sydney Metro Contract 1,2400
May-2022,Child/Youth,Outer Sydney Metro Contract 1,1293
May-2022,Concession,Outer Sydney Metro Contract 1,638
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 1,49
May-2022,Employee,Outer Sydney Metro Contract 1,3
May-2022,Free Travel,Outer Sydney Metro Contract 1,79
May-2022,School Student,Outer Sydney Metro Contract 1,11732
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 1,5231
May-2022,Adult,Outer Sydney Metro Contract 10,36903
May-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 10,2
May-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 10,1
May-2022,Adult Single Bus Trip 3,Outer Sydney Metro Contract 10,1
May-2022,CTP,Outer Sydney Metro Contract 10,29906
May-2022,Child/Youth,Outer Sydney Metro Contract 10,18543
May-2022,Concession,Outer Sydney Metro Contract 10,6470
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 10,40
May-2022,Employee,Outer Sydney Metro Contract 10,224
May-2022,Free Travel,Outer Sydney Metro Contract 10,488
May-2022,School Student,Outer Sydney Metro Contract 10,158685
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 10,70172
May-2022,Adult,Outer Sydney Metro Contract 11,552
May-2022,CTP,Outer Sydney Metro Contract 11,496
May-2022,Child/Youth,Outer Sydney Metro Contract 11,263
May-2022,Concession,Outer Sydney Metro Contract 11,70
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 11,1
May-2022,Employee,Outer Sydney Metro Contract 11,19
May-2022,Free Travel,Outer Sydney Metro Contract 11,11
May-2022,School Student,Outer Sydney Metro Contract 11,1315
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 11,645
May-2022,Adult,Outer Sydney Metro Contract 12,9503
May-2022,CTP,Outer Sydney Metro Contract 12,7703
May-2022,Child/Youth,Outer Sydney Metro Contract 12,4130
May-2022,Concession,Outer Sydney Metro Contract 12,1479
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 12,3
May-2022,Employee,Outer Sydney Metro Contract 12,100
May-2022,Free Travel,Outer Sydney Metro Contract 12,130
May-2022,School Student,Outer Sydney Metro Contract 12,22962
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 12,14696
May-2022,Adult,Outer Sydney Metro Contract 2,7562
May-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 2,4
May-2022,CTP,Outer Sydney Metro Contract 2,7924
May-2022,Child/Youth,Outer Sydney Metro Contract 2,3941
May-2022,Concession,Outer Sydney Metro Contract 2,1362
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 2,9
May-2022,Employee,Outer Sydney Metro Contract 2,34
May-2022,Free Travel,Outer Sydney Metro Contract 2,297
May-2022,School Student,Outer Sydney Metro Contract 2,12024
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 2,15770
May-2022,Adult,Outer Sydney Metro Contract 3,3767
May-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 3,2
May-2022,CTP,Outer Sydney Metro Contract 3,5991
May-2022,Child/Youth,Outer Sydney Metro Contract 3,1600
May-2022,Concession,Outer Sydney Metro Contract 3,448
May-2022,Employee,Outer Sydney Metro Contract 3,41
May-2022,Free Travel,Outer Sydney Metro Contract 3,113
May-2022,School Student,Outer Sydney Metro Contract 3,1709
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 3,6052
May-2022,Adult,Outer Sydney Metro Contract 4,11013
May-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 4,2
May-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 4,1
May-2022,CTP,Outer Sydney Metro Contract 4,10680
May-2022,Child/Youth,Outer Sydney Metro Contract 4,3202
May-2022,Concession,Outer Sydney Metro Contract 4,2791
May-2022,Employee,Outer Sydney Metro Contract 4,75
May-2022,Free Travel,Outer Sydney Metro Contract 4,157
May-2022,School Student,Outer Sydney Metro Contract 4,4497
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 4,16231
May-2022,Adult,Outer Sydney Metro Contract 6,55836
May-2022,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,1
May-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 6,1
May-2022,CTP,Outer Sydney Metro Contract 6,41533
May-2022,Child/Youth,Outer Sydney Metro Contract 6,16914
May-2022,Concession,Outer Sydney Metro Contract 6,6497
May-2022,Day Pass Child/Youth w/o SAF,Outer Sydney Metro Contract 6,5
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 6,56
May-2022,Employee,Outer Sydney Metro Contract 6,1167
May-2022,Free Travel,Outer Sydney Metro Contract 6,1237
May-2022,School Student,Outer Sydney Metro Contract 6,49880
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 6,84134
May-2022,Adult,Outer Sydney Metro Contract 7,25611
May-2022,CTP,Outer Sydney Metro Contract 7,22114
May-2022,Child/Youth,Outer Sydney Metro Contract 7,9449
May-2022,Concession,Outer Sydney Metro Contract 7,3049
May-2022,Day Pass Child/Youth w/o SAF,Outer Sydney Metro Contract 7,1
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 7,10
May-2022,Employee,Outer Sydney Metro Contract 7,135
May-2022,Free Travel,Outer Sydney Metro Contract 7,636
May-2022,School Student,Outer Sydney Metro Contract 7,41506
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 7,39696
May-2022,Adult,Outer Sydney Metro Contract 8,13277
May-2022,Adult Single Bus Trip 2,Outer Sydney Metro Contract 8,2
May-2022,CTP,Outer Sydney Metro Contract 8,7541
May-2022,Child/Youth,Outer Sydney Metro Contract 8,2408
May-2022,Concession,Outer Sydney Metro Contract 8,954
May-2022,Day Pass without SAF,Outer Sydney Metro Contract 8,3
May-2022,Employee,Outer Sydney Metro Contract 8,99
May-2022,Free Travel,Outer Sydney Metro Contract 8,187
May-2022,School Student,Outer Sydney Metro Contract 8,27994
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 8,13731
May-2022,Adult,Outer Sydney Metro Contract 9,2352
May-2022,CTP,Outer Sydney Metro Contract 9,1769
May-2022,Child/Youth,Outer Sydney Metro Contract 9,1138
May-2022,Concession,Outer Sydney Metro Contract 9,229
May-2022,Employee,Outer Sydney Metro Contract 9,46
May-2022,Free Travel,Outer Sydney Metro Contract 9,60
May-2022,School Student,Outer Sydney Metro Contract 9,9725
May-2022,Senior/Pensioner,Outer Sydney Metro Contract 9,2265
May-2022,Adult,SBSC Contract 6,1113434
May-2022,Adult Single Bus Trip 1,SBSC Contract 6,18
May-2022,Adult Single Bus Trip 2,SBSC Contract 6,6
May-2022,Adult Single Bus Trip 3,SBSC Contract 6,3
May-2022,CTP,SBSC Contract 6,763924
May-2022,Child/Youth,SBSC Contract 6,62963
May-2022,Child/Youth Single Bus Trip 2,SBSC Contract 6,1
May-2022,Concession,SBSC Contract 6,185650
May-2022,Day Pass without SAF,SBSC Contract 6,22
May-2022,Employee,SBSC Contract 6,13928
May-2022,Free Travel,SBSC Contract 6,3906
May-2022,On Demand,SBSC Contract 6,4288
May-2022,School Student,SBSC Contract 6,74560
May-2022,Senior/Pensioner,SBSC Contract 6,514915
May-2022,Adult,Sydney Metro Contract 1,269229
May-2022,Adult Single Bus Trip 1,Sydney Metro Contract 1,4
May-2022,Adult Single Bus Trip 2,Sydney Metro Contract 1,1
May-2022,Adult Single Bus Trip 3,Sydney Metro Contract 1,4
May-2022,CTP,Sydney Metro Contract 1,127193
May-2022,Child/Youth,Sydney Metro Contract 1,34346
May-2022,Concession,Sydney Metro Contract 1,35734
May-2022,Day Pass Child/Youth w/o SAF,Sydney Metro Contract 1,4
May-2022,Day Pass without SAF,Sydney Metro Contract 1,91
May-2022,Employee,Sydney Metro Contract 1,1893
May-2022,Free Travel,Sydney Metro Contract 1,1215
May-2022,On Demand,Sydney Metro Contract 1,11986
